,flat_price,Комнат,Площадь,Жилая,Кухня,Этаж,Ремонт,Тип сделки,Лет в собственности,Год постройки,Материал стен,Серия дома,Количество этажей,Лифт,Количество квартир,latitude,longitude,Вид из окон,Тип перекрытий,Горячее водоснабжение,Количество собственников,Мусоропровод,Несовершеннолетние собственники,Прописанные несовершеннолетние,Количество балконов,Тип фундамента,Балкон,Количество лифтов,Грузовой лифт,Высота потолков,price_stats,Детская площадка,Перепланировка,Газ,Спортивная площадка,Год ввода в эксплуатацию,Количество подъездов,Наименьшее количество этажей,Предоплата,Залог,Класс энергоэффективности,Прописано,Коммунальные платежи,Холодное водоснабжение,Комнат в квартире,Площадь комнаты,Теплоснабжение,Санузел,Энергоснабжение
6187,194 829 400,5,"319,2",,,3,С отделкой,Свободная продажа,,2005,Монолитный,01-пз индивидуальный проект,18,есть,,55.786303,37.612623,,Железобетонный,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
6188,23 000 000,4,"95,7",69,12,12,Косметический,Свободная продажа,Больше пяти,2004,Железобетон,ГМС-1 (ГМС-2001),12,есть,,55.713192,37.891729,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6189,23 000 000,3,68,45,14,17,Без ремонта,Свободная продажа,Меньше трех,2022,Монолитный,,28,есть,,55.699401,37.468937,,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6190,15 090 029,1,"98,6",93,2,5,Дизайнерский,Свободная продажа,Меньше трех,1970,Панельный,,5,есть,,"55.65433,",7.557906},,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6191,19 900 000,2,"55,6",32,13,14,Косметический,Свободная продажа,Больше пяти,2009,Монолитный,"14/14, индивидуальный",18,есть,100,55.676834,37.552741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6192,9 400 000,2,32,21,6,3,Дизайнерский,Свободная продажа,Меньше трех,1970,Панельный,,5,есть,,"55.65433,",7.557906},,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6193,9 700 000,1,32,"18,6","6,4",7,Косметический,Свободная продажа,,1974,Панельный,II-49,9,есть,,55.609314,37.71345},во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6194,23 500 000,3,"90,8","55,6","8,6",4,косметический,Свободная продажа,,1955,Кирпичный,01-пз индивидуальный проект,8,есть,,55.793394,37.79463},во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6195,230 000 000,5,304,243,54,4,Отсутствует,Свободная продажа,,,,,,,,55.745833,37.598672,во,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6196,11 700 000,1,41,"18,1","9,3",7,Косметический,Свободная продажа,Больше пяти,2013,Панельный,П-3М,14,есть,,55.742965,37.80091},,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6197,34 600 000,2,75,49,12,16,Дизайнерский,Свободная продажа,,2007,Монолитный,01-пз индивидуальный проект,18,есть,,55.801986,37.815444,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6198,450 000 000,5,387,"199,2",65,4,Авторский проект,Свободная продажа,,2021,,,6,,,55.727775,37.571363,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
6199,18 000 000,3,64,47,10,11,Косметический,Альтернатива,Больше пяти,1971,Блочный,ii-18,12,есть,,55.797898,37.742771,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,79 000 000,4,"84,2",58,15,3,Отсутствует,,,2021,Монолитный,,5,,,"55.74226,","7.63655},",во,Железобетонный,Центральное,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
6201,13 500 000,3,"51,6",40,6,5,Евро,Альтернатива,,1969,Железобетон,II-49,9,есть,,55.686695,37.726116,,Железобетонный,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
6202,16 500 000,1,"33,3",,,38,Без ремонта,Свободная продажа,Меньше трех,2022,Панельный,К-7,5,,,55.773854,37.473411,,Железобетонный,,1,есть,нет,,,,,,,,,,,,,,,,,,,,,,,,,,
6203,11 700 000,1,37,20,12,2,Отсутствует,Свободная продажа,,2020,Монолитный,,10,есть,,55.805305,37.617159,на,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6204,3 990 000,,"13,8",,,3,евроремонт,Свободная продажа,,,Кирпичный,,4,,,"55.73661,",7.737084},,,,,,,,,,нет,1,,,,,,,,,,,,,,,,,,,,,
6205,9 700 000,1,"34,3",17,9,2,Косметический,Свободная продажа,,2022,Монолитный,,14,есть,1179,55.570624,"37.4872},",на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6206,11 600 000,1,"33,3",18,7,9,Дизайнерский,Свободная продажа,,1968,Панельный,II-57,9,есть,,55.638739,37.514733,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6207,13 500 000,1,"39,9",20,9,5,Евро,Свободная продажа,,2021,Монолитный,,16,есть,,55.880207,37.511805,,Железобетонный,,,есть,,,1,,,,,,,,,,,,,,,,,,,,,,,,
6208,170 000 000,4,160,,,3,Дизайнерский,,,2000,Кирпичный,,9,,,55.732839,37.622306,,Железобетонный,,,есть,,,,,нет,,,,,,,,,,1,,,,,,,,,,,,
6209,28 000 000,2,"49,5",20,15,32,Дизайнерский,Свободная продажа,,2018,Монолитный,01-пз индивидуальный проект,44,есть,,55.770806,37.564212,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210,8 900 000,1,"40,5","17,5",10,9,Без ремонта,Свободная продажа,Меньше трех,,Кирпичный,,20,есть,,55.603776,37.653209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6211,14 800 000,2,"52,1","19,9","19,5",7,Дизайнерский,Свободная продажа,От трех до пяти,2021,Монолитный,,17,есть,354,55.546496,37.481639,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6212,90 000 000,6,210,,,32,под ключ,Свободная продажа,,2010,Монолитный,,48,есть,,55.661333,37.509352,,Железобетонный,,,,,,,Свайный,нет,,,,,,,,,,,,,,,,,,,,,,
6213,13 350 000,1,"35,9","14,3","9,1",4,Косметический,Альтернатива,От трех до пяти,2000,Железобетон,П-3М,17,есть,,"55.69248,","7.58809},",,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214,36 000 000,5,"124,4","79,6","9,9",1,Дизайнерский,Альтернатива,Больше пяти,1996,Монолитный,,5,есть,,55.697351,37.845044,,Железобетонный,,,,,,,Иной,,,,,,,,,,,,,,,,,,,,,,,
6215,57 000 000,3,90,30,35,7,Дизайнерский,Свободная продажа,Больше пяти,2008,Монолитный,"14/14, индивидуальный",22,есть,,55.709637,37.591943,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6216,30 000 000,1,54,21,24,4,Евро,Свободная продажа,,1912,Кирпичный,,5,есть,,55.757693,37.650792,,Железобетонный,,,,,,1,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
6217,12 500 000,1,"40,7","18,6","9,2",13,,Свободная продажа,,1967,Кирпичный,Башня Вулыха,14,есть,,55.857301,37.475576,,Железобетонный,,,,,,,,нет,1,,,,,,,,,,,,,,,,,,,,,
6218,10 000 000,1,33,18,"6,7",10,Без ремонта,Альтернатива,Больше пяти,1972,Панельный,1605-АМ-12,12,есть,191,"55.6511,""",".52669},""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6219,18 500 000,3,"65,9","45,4",8,1,Требует ремонта,Свободная продажа,,1953,Кирпичный,,5,,,55.738951,37.503612,,Деревянный,Квартирное (квартирный котел),,,,,,Ленточный,нет,,,,,,,,,,,,,,,,,,,,,,
6220,12 980 000,1,"38,1","19,8",10,3,Евро,Свободная продажа,Больше пяти,2000,Панельный,КОПЭ,22,есть,,55.663674,37.74869},,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6221,12 000 000,2,"51,3","30,4","9,7",7,,Альтернатива,,2016,Панельный,П-44Т,17,есть,320,55.699533,37.93669},,,,,,,,1,,,,,2.7,,,,,,,,,,,,,,,,,,,
6222,22 950 000,2,44,22,7,5,,Свободная продажа,,2023,Монолитный,,14,есть,,55.717447,37.496479,во,Железобетонный,Центральное,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
6223,38 950 000,2,"64,7","48,9","6,8",5,,Свободная продажа,,2019,Монолитный,,12,,176,55.788844,37.568767,во,Железобетонный,Центральное,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
6224,15 500 000,2,90,49,"14,2",20,,Альтернатива,,2009,Панельный,П-44ТМ,25,есть,,55.588221,37.37209},,Железобетонный,,,,,,,,нет,3,,,,,,,,,,,,,,,,,,,,,
6225,63 500 000,3,93,51,10,19,Дизайнерский,Свободная продажа,,2020,Монолитный,,23,есть,134,55.847311,37.628999,на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6226,23 000 000,2,56,36,"7,4",7,Требует ремонта,Свободная продажа,,1960,Кирпичный,"14/14, индивидуальный",9,есть,,55.707365,37.57775},на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6227,14 800 000,2,55,30,12,9,Евро,Свободная продажа,Больше пяти,2001,Железобетон,П-46,12,есть,,55.547499,37.530418,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6228,24 000 000,3,"86,1","49,4","12,4",4,Евро,Альтернатива,,2016,Монолитный,а-монолит,22,есть,393,55.635223,37.330552,во,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6229,14 500 000,3,"64,3",,"6,7",3,косметический,Свободная продажа,,1980,Железобетон,1605-АМ-12,12,есть,,55.653279,37.711428,на,Железобетонный,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
6230,13 200 000,1,39,20,8,7,Дизайнерский,Свободная продажа,,1983,Железобетон,П-44,16,есть,,55.864657,37.657125,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6231,14 200 000,3,"58,9",,10,1,,,,1974,Панельный,II-49,9,есть,,55.601442,37.71053},,Железобетонный,,,есть,,,1,,,,,,,,,есть,,,,,,,,,,,,,,,
6232,20 500 000,4,"101,9",64,11,6,Частичный ремонт,Свободная продажа,,2005,Панельный,1605-АМ-12,20,есть,,55.710078,37.39232},,Железобетонный,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
6233,56 500 000,2,"85,4",56,20,2,Дизайнерский,Свободная продажа,,2021,Монолитный,,17,есть,,55.779256,37.698061,,Железобетонный,Центральное,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
6234,16 799 000,2,54,31,"13,5",13,Евро,Свободная продажа,,2021,Монолитный,,22,есть,676,55.632413,37.415694,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6235,7 900 000,1,"48,3",17,12,7,Требует ремонта,Свободная продажа,,2015,Монолитный,II-01,21,есть,,55.494706,37.553136,,Железобетонный,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
6236,7 500 000,1,34,"10,5","14,1",10,Косметический,Свободная продажа,Меньше трех,2022,Монолитный,,14,есть,,55.475613,37.524013,,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6237,12 500 000,1,35,19,9,1,,Свободная продажа,,1977,Панельный,II-14,12,есть,,55.726507,37.633787,,Железобетонный,,,,нет,нет,,,,,,,,,,,,,,,,,,,,,,,,,
6238,8 100 000,1,"38,1","10,6","19,1",4,Косметический,Свободная продажа,От трех до пяти,2020,Панельный,,16,есть,454,"55.5204,""",".355174},",,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,10 500 000,1,"38,5",18,12,8,Евро,Свободная продажа,Больше пяти,2017,Панельный,П-111М,17,есть,,55.599835,37.366125,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6240,285 000 000,6,360,240,30,5,Дизайнерский,Свободная продажа,,2005,Кирпичный,01-пз индивидуальный проект,9,есть,,55.710474,37.470752,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6241,16 000 000,3,"61,2","39,5",8,4,евроремонт,,,1981,Панельный,1-515-9,9,есть,,"55.67857,",7.759147},,Железобетонный,,,,,,,,,,,,,,,,,,,,нет,,,,Не включены,,,,,,
6242,17 200 000,3,"58,9","44,2",6,5,Евро,Альтернатива,Больше пяти,1970,Смешанные,II-49,9,есть,,55.831145,37.571767,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6243,73 499 000,5,135,85,"9,8",1,Без ремонта,Альтернатива,Больше пяти,1909,Панельный,,6,есть,,55.743857,37.60196},,Деревянный,,,,,,,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
6244,34 500 000,3,72,48,5,16,Отсутствует,Свободная продажа,,2022,Монолитный,,25,есть,,"55.69731,",7.473725},на,Железобетонный,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,
6245,126 639 000,6,186,120,17,33,евроремонт,Свободная продажа,,2009,Монолитный,,72,есть,,55.747115,37.539078,на,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6246,8 400 000,1,"29,5",19,5,1,Косметический,Альтернатива,Больше пяти,1960,Кирпичный,II-14,5,,,55.801703,37.784713,,Железобетонный,,,,,,,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
6247,102 000 000,3,"136,8",74,20,8,Отсутствует,,,2021,Монолитный,,12,есть,,55.717173,37.498186,,,,,,,,,,нет,,,3.6,,,,,,,,,,,,,,,,,,,
6248,15 000 000,1,"37,5","18,5","7,1",14,косметический,Свободная продажа,,2011,Панельный,П-44Т,14,есть,,55.688456,37.469404,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6249,382 500 000,5,296,"212,3","32,2",7,Требует ремонта,Свободная продажа,,1912,,,8,есть,,55.760849,37.614743,на,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250,10 150 000,1,39,18,10,15,,Альтернатива,,2012,Кирпичный,П-44Т,22,есть,,55.703621,37.917376,,Железобетонный,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
6251,40 990 000,2,72,54,7,6,Отсутствует,Свободная продажа,,2021,Монолитный,,37,,414,55.794173,37.542213,на,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6252,10 600 000,2,"58,2","33,8","10,5",7,Косметический,Свободная продажа,,,,,,,,55.488126,37.334352,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,
6253,8 500 000,1,"38,9","20,9","8,6",6,Косметический,Альтернатива,Больше пяти,1997,Железобетон,П-46М,14,есть,,55.979979,37.179787,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6254,11 400 000,1,"38,2","19,2","8,5",16,С отделкой,Свободная продажа,,1999,Панельный,П-44,17,есть,,55.720672,37.417643,,Железобетонный,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
6255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Не смог найти стоимость квартиры,,,,,,,,,,,,,,,,,,
6256,19 000 000,1,"38,4",11,"21,1",5,Отсутствует,Свободная продажа,,2023,,,46,есть,,55.718806,37.637075,на,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6257,11 200 000,1,"38,2","19,8","8,5",12,Евро,Свободная продажа,Больше пяти,1977,Железобетон,П-43,16,есть,,55.899891,37.577669,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6258,9 600 000,1,"36,6","17,8","7,5",21,Косметический,Свободная продажа,Больше пяти,1991,Железобетон,КОПЭ,22,есть,216,55.737679,37.829826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6259,18 900 000,3,61,43,7,9,Косметический,Альтернатива,Меньше трех,1973,Блочный,II-68,12,есть,,55.667975,37.589114,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6260,79 000 000,4,"85,5",60,"21,7",3,Требует ремонта,Свободная продажа,,2021,Монолитный,,5,,,"55.74226,","7.63655},",,Железобетонный,Центральное,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
6261,16 000 000,3,"54,6",,10,4,,,,1960,Кирпичный,1-511,5,,,55.840472,37.544692,,Железобетонный,,,,,,1,Ленточный,,,,,,,,есть,,,,,,,,,,,,,,,
6262,40 000 000,5,"134,9","68,9",26,4,Евро,Свободная продажа,Больше пяти,2014,Монолитный,"14/14, индивидуальный",6,есть,,55.466091,37.287954,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6263,9 000 000,1,"38,7","18,9",9,20,,Свободная продажа,,2019,Иные,П-44Т,25,есть,284,55.702191,37.949931,на,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
6264,14 500 000,2,"46,3",31,7,4,Косметический,Альтернатива,Больше пяти,1971,Железобетон,II-49,12,есть,,55.750525,37.407645,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6265,10 800 000,1,"32,2",18,7,6,Косметический,Свободная продажа,Больше пяти,1968,Кирпичный,v-кирпичный,9,есть,,55.704362,37.676448,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6266,15 000 000,4,67,48,7,9,Евро,Альтернатива,Меньше трех,1975,Железобетон,1-515-5,9,есть,,55.871349,37.600783,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6267,10 500 000,1,41,"17,5",11,16,,Альтернатива,,2003,Панельный,инд. i,24,есть,,55.667741,37.77529},,Железобетонный,,1,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,
6268,112 026 905,3,110,60,16,4,Дизайнерский,Свободная продажа,,1910,Кирпичный,,4,есть,,"55.74523,",7.589329},во,Смешанный,,,,,,,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
6269,112 000 000,4,"187,4","106,5","19,7",18,Евро,Свободная продажа,,2006,Монолитный,"14/14, индивидуальный",18,есть,,55.785711,37.521381,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6270,9 900 000,1,"34,2","18,9",9,7,косметический,Свободная продажа,,1985,Железобетон,И-700А,22,есть,,55.627209,37.738656,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6271,230 000 000,4,150,71,20,7,Отсутствует,Свободная продажа,,2013,Монолитный,01-пз индивидуальный проект,11,есть,41,55.734973,37.571013,во,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6272,12 500 000,2,57,33,"10,5",18,Косметический,Свободная продажа,,2003,Панельный,КОПЭ,18,есть,119,55.665934,37.781892,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,
6273,11 500 000,1,"30,1","7,6","7,6",4,Евро,Свободная продажа,Больше пяти,1970,Панельный,,12,есть,,55.655453,37.487829,,Железобетонный,,,,,,,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
6274,111 510 000,3,"123,9",57,40,4,Отсутствует,Свободная продажа,,1886,Кирпичный,,5,есть,,55.768998,37.638988,во,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6275,30 100 000,1,66,"27,3","18,9",11,Требует ремонта,Свободная продажа,,2023,Монолитно-кирпичный,,20,,,55.688061,37.65293},во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6276,8 100 000,1,"43,5",,,2,Косметический,Свободная продажа,Меньше трех,1958,Кирпичный,,5,,,55.786627,37.740471,,,,1,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,
6277,10 650 000,1,39,20,8,2,Косметический,Свободная продажа,Больше пяти,1997,Железобетон,П-44,17,есть,275,55.847285,37.367544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6278,9 900 000,1,40,22,8,13,Косметический,Свободная продажа,Больше пяти,2021,Монолитный,,22,есть,,55.614312,37.385448,,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6279,10 100 000,2,"40,6","21,5","5,2",4,Евро,Свободная продажа,Меньше трех,2022,Монолитный,,14,,,55.497454,37.517581,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6280,10 600 000,2,43,29,5,5,Евро,Альтернатива,,1971,Железобетон,II-49,9,есть,,"55.72598,",7.833006},во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6281,10 500 000,1,40,17,10,2,Евро,Свободная продажа,Меньше трех,2015,Монолитный,,6,,,55.589773,37.454932,,Железобетонный,Центральное,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,59 000 000,3,126,70,"17,2",12,Дизайнерский,Альтернатива,Больше пяти,1999,Монолитный,,20,,,55.766354,37.584451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283,19 900 000,1,"45,4",30,10,3,Отсутствует,Свободная продажа,,2022,Монолитный,,26,есть,,"55.69731,",7.473797},на,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6284,29 999 999,2,60,28,15,2,Евро,Свободная продажа,,1928,Кирпичный,01-пз индивидуальный проект,5,есть,,"55.75206,",7.580741},,Деревянный,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,
6285,17 500 000,4,"74,4","51,3","8,7",1,Без ремонта,Альтернатива,Больше пяти,1991,Панельный,П-30,14,есть,,55.714779,37.414005,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286,185 400 000,5,287,"146,4",25,10,Требует ремонта,Свободная продажа,,2011,Монолитный,01-пз индивидуальный проект,53,есть,,55.723257,37.52766},,Железобетонный,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
6287,20 900 000,2,47,,,11,,Свободная продажа,,2023,Монолитно-кирпичный,,20,,,55.688061,37.65293},,Железобетонный,,,,,,,,нет,,нет,,,,,нет,,,,,,,,,,,,,,,
6288,17 500 000,1,"41,9",22,11,8,Евро,Свободная продажа,,2006,Железобетон,КОПЭ,22,есть,,55.662958,37.522477,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6289,11 900 000,1,40,18,8,9,Отсутствует,Свободная продажа,,2013,Панельный,П-111М,17,есть,,55.604753,37.36255},на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6290,8 400 000,1,"36,5",,"12,3",14,,,,,,,14,,,"55.58845,",7.164013},,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
6291,11 250 000,1,"38,5",18,"8,4",11,косметический,Свободная продажа,,2016,Панельный,П-111М,17,есть,,55.601416,37.363466,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292,69 900 000,3,112,91,15,2,Косметический,,,2016,Монолитный,,13,,,"55.76958,","7.59171},",во,Железобетонный,Центральное,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
6293,12 500 000,1,"37,5","19,4","9,6",12,Евро,Свободная продажа,,1971,Панельный,И-209а,14,есть,,55.680098,37.758401,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6294,28 000 000,3,76,50,,2,,Альтернатива,,1958,Кирпичный,"14/14, индивидуальный",8,есть,,55.688553,37.547405,,Железобетонный,,,,,,,,нет,1,нет,,,,,,,,,,,,,,,,,,,,
6295,21 500 000,2,"56,2",33,"10,5",6,Евро,Альтернатива,Больше пяти,1939,Кирпичный,,6,есть,,55.713907,37.667132,,Смешанный,,,,,,,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
6296,9 750 000,1,33,,5,7,евроремонт,Свободная продажа,,1970,Блочный,II-49,9,есть,,55.722147,37.804997,на,Железобетонный,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
6297,16 300 000,3,"56,8","42,3","5,5",9,Косметический,Свободная продажа,Меньше трех,1973,Кирпичный,01-пз индивидуальный проект,9,есть,,55.693703,37.605849,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6298,16 800 000,1,"38,1","18,4","7,5",1,косметический,Свободная продажа,,1973,Кирпичный,,9,есть,,55.770076,37.57298},во,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6299,27 450 000,3,85,,"11,8",2,Косметический,Свободная продажа,,2021,Смешанные,I-515,,,,55.771469,37.479843,,Железобетонный,,1,,нет,,,Иной,,,,,,,,,,,2,,,,,,,,,,,,
6300,10 700 000,1,"35,6",,,1,,Свободная продажа,,1959,Кирпичный,,5,есть,,55.791233,37.582628,,Железобетонный,,,,,,,Бетонные столбы,нет,1,нет,,,,,есть,,,,,,,,,,,,,,,
6301,10 200 000,1,"31,9","21,5",6,1,Евро,Альтернатива,Больше пяти,1962,Блочный,п 18/22,9,есть,,55.769975,37.482987,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6302,41 700 000,2,72,46,6,8,Частичный ремонт,Свободная продажа,,2022,Монолитный,,42,есть,,"55.79307,",7.541862},,Железобетонный,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
6303,12 900 000,1,38,"19,4","8,3",14,,,,1982,Железобетон,П-44,16,есть,,55.864313,37.659811,,Железобетонный,,,,,,1,,,2,есть,,,,,,,,,,,,,,,,,,,,
6304,8 300 000,1,"34,7","19,8","9,7",1,С отделкой,Свободная продажа,,1969,Блочный,ii-18,12,есть,,55.679697,37.724885,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6305,30 900 000,2,57,35,9,8,Евро,Свободная продажа,,1962,Кирпичный,,9,есть,,55.744059,37.576187,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
6306,11 700 000,1,"38,1","16,7","10,7",12,Дизайнерский,Свободная продажа,,2022,Монолитный,,14,есть,,"55.5632,""",".5025},""l",,Железобетонный,Центральное,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,
6307,8 500 000,1,36,19,10,10,Косметический,Свободная продажа,,2012,Железобетон,П-3М,17,есть,,"55.51799,",7.349569},во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6308,23 500 000,3,"74,3","44,8","10,1",8,Дизайнерский,Свободная продажа,,1989,Железобетон,П-44,17,есть,,"55.73259,",7.828551},,Железобетонный,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,
6309,60 000 000,3,100,,,32,под ключ,Свободная продажа,,2011,Монолитный,01-пз индивидуальный проект,53,есть,,55.723257,37.52766},,Железобетонный,,,,,,,,нет,2,есть,,,,,,,,,,,,,,,,,,,,
6310,199 000 000,5,362,128,"38,5",16,Без ремонта,Свободная продажа,Меньше трех,,Монолитный,,16,,,55.714146,37.651601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6311,16 990 000,3,63,45,7,3,Косметический,Свободная продажа,,1979,Монолитный,1605-АМ-9,12,есть,,55.864374,37.537074,,Железобетонный,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
6312,19 700 000,3,"64,7",,8,14,Косметический,Свободная продажа,,1986,Блочный,II-68,16,есть,,55.826316,37.651906,на,Железобетонный,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6313,14 500 000,2,"62,2","31,6","10,8",8,Евро,Свободная продажа,Больше пяти,2017,Монолитный,II-01,19,есть,,55.965693,37.150655,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6314,14 700 000,3,"77,4","44,3",20,2,Косметический,Альтернатива,,2013,Железобетон,,3,,18,55.548533,37.316412,,Монолитный,,1,,,,,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
