,flat_price,Комнат,Площадь,Жилая,Кухня,Этаж,Ремонт,Тип сделки,Лет в собственности,Год постройки,Материал стен,Серия дома,Количество этажей,Лифт,Количество квартир,latitude,longitude,Вид из окон,Тип перекрытий,Горячее водоснабжение,Количество собственников,Мусоропровод,Несовершеннолетние собственники,Прописанные несовершеннолетние,Количество балконов,Тип фундамента,Балкон,Количество лифтов,Грузовой лифт,Высота потолков,price_stats,Детская площадка,Перепланировка,Газ,Спортивная площадка,Год ввода в эксплуатацию,Количество подъездов,Наименьшее количество этажей,Предоплата,Залог,Класс энергоэффективности,Прописано,Коммунальные платежи,Холодное водоснабжение,Комнат в квартире,Площадь комнаты,Теплоснабжение,Санузел,Энергоснабжение
1842,15 600 000,1,45,"21,3","14,9",24,Отсутствует,Свободная продажа,,2021,Монолитный,,28,есть,,55.756964,37.513332,на,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,8 000 000,1,"39,7",20,10,16,,Свободная продажа,,,,,17,,,55.490651,37.308875,,,,,,нет,нет,,,,,,,,,,,,,,,,,,,,,,,,,
1844,8 500 000,1,"39,5","16,9","10,7",1,евроремонт,Свободная продажа,,2021,Монолитно-кирпичный,,3,,,55.485622,36.918279,во,Железобетонный,Центральное,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,
1845,8 300 000,1,"39,2",21,9,7,Без ремонта,Альтернатива,Больше пяти,1980,Монолитный,П-46,12,есть,,55.629714,37.794154,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,51 000 000,4,140,85,25,7,Требует ремонта,Свободная продажа,,2020,Монолитный,,28,есть,,55.757516,37.511499,,Железобетонный,Центральное,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1847,17 690 000,3,64,,10,12,,,,1972,Блочный,ii-18-01,12,есть,,55.676534,37.676753,,Железобетонный,,,есть,,,1,,,2,,,,,,есть,,,,,,,,,,,,,,,
1848,14 900 000,3,"61,3",40,8,3,Хороший,Альтернатива,,1990,Железобетон,П-30,14,есть,,55.640853,37.67254},,Железобетонный,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1849,12 500 000,1,29,,10,2,,,,1966,Кирпичный,v-кирпичный,5,,,55.756356,37.522477,,Железобетонный,,,,,,1,Ленточный,,,,,,,,есть,,,,,,,,,,,,,,,
1850,10 600 000,1,"34,5",,11,14,,,,2019,Монолитный,а-типовой,15,есть,1467,55.553422,37.464284,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1851,13 500 000,1,"42,3",15,10,13,Отсутствует,Свободная продажа,,2022,Монолитный,,29,,,55.727841,37.450872,,Железобетонный,Центральное,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1852,19 500 000,2,"63,8","32,1","11,4",5,Евро,Свободная продажа,Больше пяти,2003,Монолитный,п-18-01,14,есть,,55.901697,37.388313,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,19 100 000,1,"39,2","20,7","8,4",10,Дизайнерский,Свободная продажа,Меньше трех,1983,Кирпичный,П-46,12,есть,,55.786293,37.596758,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,84 800 000,4,170,140,25,6,Дизайнерский,Свободная продажа,,2000,Монолитный,01-пз индивидуальный проект,14,есть,,55.767398,37.56741},во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,44 000 000,4,122,77,15,4,Евро,Свободная продажа,,1987,Монолитный,,15,есть,,55.758266,37.400432,на,Железобетонный,,,,,,,Бетонные столбы,,,,,,,,,,,,,,,,,,,,,,,
1856,16 000 000,3,"65,4",,10,3,,,,1981,Панельный,П-30,12,есть,,55.799674,37.398913,,Железобетонный,,,есть,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
1857,20 500 000,2,"58,1","32,4","9,9",6,Косметический,Свободная продажа,,2023,Монолитный,,14,,,55.663974,37.572306,во,Железобетонный,Центральное,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,153 000 000,4,140,53,,5,Под чистовой ремонт,Свободная продажа,,2021,,,9,,169,"55.73583,","7.56768},",,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1859,12 500 000,2,"45,5",29,"6,1",7,Косметический,Свободная продажа,,1968,Железобетон,II-57,9,есть,,55.663212,37.588278,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,12 500 000,1,"36,1",,8,4,,,,2001,Железобетон,01-пз индивидуальный проект,16,есть,,55.703449,37.75134},,Железобетонный,,,есть,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
1861,11 000 000,1,37,"13,6","13,2",7,Косметический,Свободная продажа,Меньше трех,2022,Монолитный,,26,есть,,55.581907,37.581083,,,,,есть,,,,,,,,,,есть,,,,,,,,,,,,,,,,,
1862,11 190 000,1,35,"19,9","9,7",1,Евро,Свободная продажа,Больше пяти,1968,Блочный,п 18/22,12,есть,,"55.66829,",7.615857},,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,10 000 000,1,35,20,10,5,Косметический,Альтернатива,От трех до пяти,1965,Блочный,ii-18-31/12,12,есть,84,55.696235,37.756254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,12 990 000,2,"50,9",30,8,12,косметический,Свободная продажа,,1977,Железобетон,П-47,12,есть,,55.897236,37.630715,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,16 200 000,2,63,31,10,12,Косметический,Свободная продажа,,1984,Монолитный,И-700А,22,есть,252,55.599875,37.531747,на,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,26 200 000,3,"87,2",46,12,3,Евро,Альтернатива,Больше пяти,2017,Смешанные,II-01,25,есть,,55.661374,37.412882,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,28 000 000,1,"44,7","11,4","23,5",18,Дизайнерский,Свободная продажа,,2023,Монолитный,,18,,85,55.718897,37.635781,на,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,
1868,85 000 000,5,144,,,5,,Свободная продажа,,2021,Монолитный,,25,,,"55.7153,""",".4744},""l",,Железобетонный,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1869,11 200 000,1,35,"19,5","9,7",6,Косметический,Свободная продажа,Больше пяти,1969,Монолитный,И-209а,14,есть,,55.630675,37.603586,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,11 000 000,1,"33,8",18,8,2,косметический,Свободная продажа,,1966,Монолитный,1-ЛГ-600,9,есть,,55.678707,37.668085,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,69 900 000,5,"130,3","61,7","19,5",5,Требует ремонта,Свободная продажа,,2019,Монолитный,"14/14, индивидуальный",21,есть,,55.807344,37.647199,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872,25 368 000,3,"75,9",56,7,1,Косметический,Свободная продажа,Больше пяти,1952,Кирпичный,01-пз индивидуальный проект,26,есть,,55.769428,37.649292,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873,11 200 000,1,"38,9","19,2","8,5",16,косметический,Свободная продажа,,1995,Железобетон,П-44,17,есть,270,55.628495,37.504762,во,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,12 000 000,1,43,,10,10,,,,2014,Монолитный,II-01,17,есть,,55.569052,37.47951},,Железобетонный,,,есть,,,1,,,1,,,,,,есть,,,,,,,,,,,,,,,
1875,14 990 000,3,65,,"7,2",7,Без ремонта,Свободная продажа,Больше пяти,1971,Панельный,II-17,12,есть,,55.657245,37.494548,,Железобетонный,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,18 000 000,2,47,32,8,4,косметический,Свободная продажа,,1960,Блочный,1-510,5,,,55.760084,37.536661,во,Железобетонный,,,,,,,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
1877,27 890 000,2,"73,5",35,14,8,евроремонт,Свободная продажа,,2008,Блочный,"14/14, индивидуальный",22,есть,,55.779757,37.535233,,Железобетонный,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1878,13 100 000,1,"36,2","14,6","12,1",18,Без ремонта,Свободная продажа,Меньше трех,2023,Монолитно-кирпичный,,20,есть,,55.838395,37.513161,,Железобетонный,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,,,
1879,45 500 000,3,80,55,22,8,Дизайнерский,Свободная продажа,Больше пяти,2014,Монолитный,,21,есть,,55.705001,37.492132,,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,11 700 000,1,36,"12,9","15,9",11,,Свободная продажа,,2022,Монолитный,,19,есть,1003,55.644755,37.392553,,Железобетонный,,,,нет,нет,,,,,,,,,,,,,,,,,,,,,,,,,
1881,27 000 000,2,71,"47,8",8,7,Косметический,Альтернатива,Больше пяти,1953,Кирпичный,01-пз индивидуальный проект,10,есть,290,55.810663,37.638296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,13 900 000,2,"44,9",33,6,2,Евро,Свободная продажа,Больше пяти,1973,Панельный,II-49,9,есть,,55.681899,37.64719},,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,15 500 000,2,"45,1","29,6",6,4,Евро,Свободная продажа,,1968,Блочный,п 18/22,12,есть,,"55.77837,",7.721732},на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,31 800 000,3,98,43,30,14,Дизайнерский,Свободная продажа,,2009,Панельный,И-155,25,есть,,55.684021,37.656308,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,16 500 000,1,"40,2",15,13,3,,Свободная продажа,,2021,Монолитный,,23,есть,,55.674412,37.762623,,Железобетонный,Центральное,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
1886,28 500 000,3,"97,1","60,2","18,4",4,Без ремонта,Свободная продажа,Больше пяти,2014,Железобетон,01-пз индивидуальный проект,24,есть,,55.785367,37.479825,,Монолитный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,18 500 000,3,"77,8","44,2","10,1",2,,Альтернатива,,1996,Железобетон,КОПЭ,18,есть,,55.616127,37.756587,,Железобетонный,,,,,,,,нет,,нет,,,,,,,,,,,,,,,,,,,,
1888,12 700 000,2,"50,8",,"7,7",9,косметический,Свободная продажа,,1987,Панельный,П-44,17,есть,,55.933388,37.549974,на,Железобетонный,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1889,11 000 000,1,"34,6","19,7","7,2",6,Евро,Свободная продажа,,1964,Железобетон,,9,есть,,55.805842,37.807952,во,Монолитный,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,9 300 000,1,28,13,6,13,Евро,Свободная продажа,,2022,Монолитный,,15,,126,55.553799,37.505382,,Железобетонный,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1891,13 800 000,1,38,"19,6","9,8",3,косметический,Свободная продажа,,1933,Кирпичный,01-пз индивидуальный проект,5,,,55.749993,37.715498,во,Смешанный,,,,,,,Свайный,,,,,,,,,,,,,,,,,,,,,,,
1892,42 484 506,3,"76,9",40,"13,8",3,,Свободная продажа,,2011,Монолитный,,18,есть,,"55.79749,","7.49511},",,Железобетонный,,,,,,,Иной,нет,1,,,,,,,,,,,,,,,,,,,,,
1893,10 200 000,1,"40,3",,6,16,,,,2019,Панельный,,18,,297,55.543725,37.483454,,Железобетонный,Центральное,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1894,140 000 000,3,229,,,1,Евро,,,,,,3,,,55.778441,37.443308,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1895,14 371 000,1,"48,8","16,8",17,22,Требует ремонта,Свободная продажа,,2021,Монолитный,,30,есть,309,55.720231,37.693516,,Железобетонный,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1896,310 000 000,5,185,150,18,2,Отсутствует,Свободная продажа,,2015,Иные,"14/14, индивидуальный",7,есть,,55.722568,37.570357,во,Иное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,130 000 000,2,95,50,15,6,Дизайнерский,Свободная продажа,,,Монолитный,,7,,,55.735272,37.582763,во,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,135 000 000,4,"143,5","69,8",30,2,Дизайнерский,Свободная продажа,,2021,,,8,,107,55.750185,37.647073,,Железобетонный,Центральное,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1899,6 000 000,,"13,7",8,3,1,,Свободная продажа,,1977,Смешанные,01-пз индивидуальный проект,9,есть,,55.709262,37.611374,,Железобетонный,,,,нет,нет,,,,,,,,,нет,,,,,,,,,,,,,,,,
1900,230 000 000,4,149,,,7,Требует ремонта,Свободная продажа,,2013,Монолитный,01-пз индивидуальный проект,11,есть,41,55.734973,37.571013,,,,,есть,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1901,145 000 000,3,97,,18,7,,,,2022,Монолитный,,14,есть,,55.725534,37.570501,,Железобетонный,,,есть,,,,,нет,2,есть,3,,,,,,,,,,,,,,,,,,,
1902,24 375 000,,"32,5","25,5","3,4",3,Требует ремонта,Свободная продажа,,2019,Монолитно-кирпичный,,16,,230,55.790236,37.567231,на,Железобетонный,Центральное,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1903,21 400 000,4,"98,9",54,11,9,Евро,Свободная продажа,Больше пяти,2016,Панельный,КОПЭ,25,есть,,55.601483,37.366862,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,12 700 000,1,39,"20,8","8,5",9,Евро,Свободная продажа,Меньше трех,1979,Монолитный,П-47,12,есть,,55.876566,37.560682,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,149 000 000,5,220,180,15,2,,Свободная продажа,,1997,Кирпичный,,4,,,55.744683,37.597935,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1906,13 200 000,2,"51,4","30,1","8,8",8,Косметический,Свободная продажа,,1983,Монолитный,П-47,12,есть,,55.869526,37.635278,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,145 000 000,5,"198,6",121,35,3,,Свободная продажа,,1937,Кирпичный,01-пз индивидуальный проект,6,есть,,55.766025,37.643857,,Деревянный,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
1908,11 700 000,2,"55,9",32,11,1,Евро,Свободная продажа,,2002,Железобетон,П-44Т,17,есть,,55.666696,37.771624,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,195 500 000,4,163,,,7,Под чистовой ремонт,Свободная продажа,,2012,Монолитный,01-пз индивидуальный проект,7,есть,,55.742853,37.585763,,Железобетонный,,,есть,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1910,16 050 000,3,65,45,"6,5",2,Косметический,Свободная продажа,,1980,Блочный,1605-АМ-12,12,есть,,"55.82662,",7.582556},во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,44 900 000,4,97,60,10,8,Дизайнерский,Свободная продажа,,2019,Железобетон,,16,есть,,55.753686,37.513143,во,Монолитный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912,20 000 000,2,"43,6","28,1",7,8,Косметический,Свободная продажа,Больше пяти,1964,Кирпичный,II-01,8,есть,,55.772512,37.585547,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,26 600 000,1,60,,,2,Отсутствует,Свободная продажа,,2019,Железобетон,01-пз индивидуальный проект,31,есть,,55.769135,37.494521,во,Железобетонный,,,,,,,,нет,,,3.1,,,,,,,,,,,,,,,,,,,
1914,8 990 000,1,32,21,"5,2",9,косметический,Свободная продажа,,1965,Блочный,II-18-0109Б,9,есть,,55.827909,37.766639,на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,58 000 000,3,"84,4",53,28,6,Дизайнерский,Свободная продажа,Больше пяти,1958,Кирпичный,01-пз индивидуальный проект,10,есть,,55.718618,37.623259,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916,443 880 237,4,208,,,3,Требует ремонта,Свободная продажа,,2005,Кирпичный,"14/14, индивидуальный",6,есть,,55.737314,37.600891,,Железобетонный,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1917,16 600 000,2,"61,7",22,19,7,Требует ремонта,Свободная продажа,,2014,Монолитный,II-01,8,есть,,55.568487,37.440452,на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918,9 500 000,1,40,"19,8","10,1",8,Евро,Альтернатива,Больше пяти,2013,Железобетон,П-44К,17,есть,,"55.70845,",7.929944},,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919,14 700 000,2,"69,4",38,"10,6",4,Евро,Альтернатива,,2018,Панельный,01-пз индивидуальный проект,19,есть,,55.542187,37.483068,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,7 600 000,1,"31,4","17,1","6,5",4,Косметический,Альтернатива,,1974,Кирпичный,01-пз индивидуальный проект,5,,,55.580136,37.481774,во,Железобетонный,,,,,,,Иной,,,,,,,,,,,,,,,,,,,,,,,
1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Не смог найти стоимость квартиры,,,,,,,,,,,,,,,,,,
1922,9 400 000,1,"34,6",19,"9,6",8,Косметический,Свободная продажа,Больше пяти,1986,Железобетон,II-68,16,есть,,55.848852,37.515209,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,10 350 000,2,"38,4",25,"6,1",2,евроремонт,Свободная продажа,,2014,Монолитный,"14/14, индивидуальный",16,есть,,55.566567,37.485637,на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,17 900 000,2,"62,3",31,"12,3",4,Дизайнерский,Свободная продажа,Больше пяти,2016,Монолитный,II-01,9,есть,,55.627265,37.342427,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,13 500 000,1,40,,10,13,Евро,Свободная продажа,,2021,Смешанные,01-пз индивидуальный проект,22,есть,,55.873834,37.539069,,Иное,,,,,,1,,,2,,,,,,,,,,,,,,,,,,,,,
1926,14 200 000,2,55,36,"8,5",14,Косметический,Альтернатива,Больше пяти,2004,Панельный,П-46М,14,есть,,55.720575,37.420644,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,16 200 000,1,32,16,9,9,,Свободная продажа,,2022,Монолитный,,28,,151,"55.75277,","7.69992},",на,Железобетонный,Центральное,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
1928,6 100 000,1,"35,2",18,9,2,косметический,Альтернатива,,,,,,,,55.493201,36.918432,на,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,11 000 000,1,"37,9","19,1","8,5",8,Косметический,Альтернатива,Больше пяти,1987,Панельный,П-44,17,есть,,55.628952,37.616423,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Не смог найти стоимость квартиры,,,,,,,,,,,,,,,,,,
1931,59 000 000,2,104,51,18,13,Евро,Свободная продажа,,2009,Монолитный,"14/14, индивидуальный",21,есть,,55.823393,37.619899,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,15 400 000,1,38,,,3,,Свободная продажа,,1981,Железобетон,II-68,16,есть,,55.734151,37.468605,,Монолитный,,,,,,,,нет,3,есть,,,,,нет,,,,,,,,,,,,,,,
1933,93 000 000,3,115,76,15,4,,Свободная продажа,,1998,Монолитный,,5,,,55.737826,37.594495,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1934,6 250 000,,"13,8",,,3,евроремонт,Свободная продажа,,1963,Кирпичный,,6,есть,,55.810597,37.617375,,Железобетонный,Центральное,,,,,,,нет,3,есть,,,,,,,,,,,,,,,,,,,,
1935,13 500 000,1,43,25,6,6,Требует ремонта,Свободная продажа,,2022,Монолитный,,29,,,55.727841,37.450872,во,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,21 000 000,3,"75,8","44,5","12,9",4,Евро,Альтернатива,Больше пяти,2002,Железобетон,П-44Т,17,есть,,55.900955,37.613449,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,11 499 000,1,"38,5",20,10,12,,Свободная продажа,,1979,Железобетон,П-46,12,есть,,55.773398,37.49453},,Железобетонный,,,,,,,,нет,2,,,,,,,,,,,,,,,,,,,,,
1938,6 436 600,,"15,2","7,2",2,11,евроремонт,Свободная продажа,,1980,Панельный,,22,,,55.651186,37.483095,на,Железобетонный,,,есть,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1939,9 770 000,1,35,15,9,4,Евро,Свободная продажа,,2017,Монолитный,01-пз индивидуальный проект,14,есть,,"55.61873,",7.266259},во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,15 500 000,2,"55,1","34,2","7,8",4,Требует ремонта,Альтернатива,,1958,Кирпичный,01-пз индивидуальный проект,5,,,55.801217,37.485295,во,Железобетонный,,,,,,,Иной,,,,,,,,,,,,,,,,,,,,,,,
1941,27 400 000,4,80,40,20,4,Дизайнерский,Свободная продажа,,2019,Монолитный,,12,есть,253,55.727957,37.737578,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,10 800 000,2,"52,7",23,"18,4",2,Косметический,Свободная продажа,Меньше трех,2023,,,10,,446,55.567433,37.286355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,109 000 000,6,321,,21,4,Косметический,Свободная продажа,,1910,Кирпичный,,5,есть,,55.760697,37.649633,,Деревянный,,,,,,,Ленточный,нет,,,,,,,есть,,,,,,,,,,,,,,,
1944,24 500 000,3,61,26,19,11,Без ремонта,Альтернатива,Больше пяти,2020,Панельный,1605-АМ-12,5,,266,55.747003,37.40698},,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,22 000 000,2,49,35,8,21,Дизайнерский,Свободная продажа,,2016,Монолитный,01-пз индивидуальный проект,23,есть,,55.835786,37.49524},,Железобетонный,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1946,11 900 000,1,32,19,"8,8",1,косметический,Свободная продажа,,1959,Кирпичный,II-14,5,,,55.720672,37.523366,на,Железобетонный,,,,,,,Ленточный,,,,,,,,,,,,,,,,,,,,,,,
1947,29 800 000,4,116,74,"18,2",11,,Альтернатива,,2016,Монолитный,II-01,11,есть,384,55.605866,37.664743,,,,,,,,,,нет,1,,,,,,,,,,,,,,,,,,,,,
1948,10 300 000,1,"32,4",,6,6,,,,1970,Железобетон,II-49,9,есть,,55.675676,37.725442,,Железобетонный,,,есть,,,,,нет,1,,,,,,есть,,,,,,,,,,,,,,,
1949,14 950 000,1,38,25,"12,4",4,Евро,Свободная продажа,От трех до пяти,2019,Монолитный,,9,есть,,55.727116,37.739833,,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,20 300 000,3,58,"41,7",6,7,Косметический,Свободная продажа,Больше пяти,1966,Кирпичный,01-пз индивидуальный проект,9,есть,,55.709277,37.612605,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,13 750 000,2,"53,2",19,"17,5",1,Евро,Свободная продажа,,2016,Блочный,"14/14, индивидуальный",4,,,55.549679,37.497917,во,Железобетонный,,,,,,,Свайный,,,,,,,,,,,,,,,,,,,,,,,
1952,54 000 000,5,154,,,5,Под чистовой ремонт,Свободная продажа,,2010,Монолитный,,24,,,55.665264,37.471866,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1953,11 500 000,1,39,28,8,10,Евро,Свободная продажа,,2019,Монолитный,"14/14, индивидуальный",24,есть,200,55.578289,37.482717,во,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,43 000 000,2,107,48,36,7,Без ремонта,Свободная продажа,Меньше трех,2022,Монолитный,,25,есть,,"55.69598,","7.47438},",,Железобетонный,,,есть,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,318 450 000,3,"166,4","98,4",16,5,Требует ремонта,Альтернатива,,2010,Кирпичный,,8,,,55.736681,37.599319,во,Железобетонный,Центральное,,,,,,,,,,,,,,есть,,,,,,,,,,,,,,,
1956,10 450 000,1,"31,1","17,6",6,2,косметический,Свободная продажа,,1960,Блочный,1-510,5,,,55.813263,37.729368,во,Железобетонный,,,,,,,Иной,,,,,,,,,,,,,,,,,,,,,,,
1957,32 000 000,4,160,95,17,2,Косметический,Альтернатива,,1998,Монолитный,II-01,21,есть,252,55.644531,37.747972,во,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,32 900 000,3,"83,6",45,12,9,Без ремонта,Свободная продажа,Меньше трех,2022,Монолитный,,27,,401,55.782329,37.509748,,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,14 200 000,2,"58,4",35,13,17,Евро,Свободная продажа,,2016,Панельный,П-44К,17,есть,,55.600023,37.358534,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,10 500 000,1,34,18,9,2,Без ремонта,Свободная продажа,Меньше трех,1972,Кирпичный,Башня Вулыха,14,есть,,55.688791,37.693022,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,25 750 000,1,"47,7","21,7","12,1",5,Евро,Свободная продажа,Больше пяти,1961,Кирпичный,01-пз индивидуальный проект,8,есть,,55.728089,37.560017,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,22 500 000,2,"48,1",27,18,37,Евро,Свободная продажа,,2021,Монолитный,,45,есть,1207,55.860666,37.545294,,Железобетонный,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1963,20 980 000,2,"67,7","37,6","18,6",3,Требует ремонта,Свободная продажа,,,Монолитный,,25,,,"55.72923,",7.738261},,,,,есть,,,,,нет,,,,,,,,,,,,,,,,,,,,,,
1964,8 550 000,1,"32,9",,6,1,,,,1973,Железобетон,II-49,9,есть,,55.821487,37.757593,,Железобетонный,,,есть,,,1,,,,,,,,,есть,,,,,,,,,,,,,,,
1965,25 000 000,2,63,"37,4","7,9",8,Требует ремонта,Свободная продажа,,1960,Кирпичный,01-пз индивидуальный проект,13,есть,,55.692501,37.558445,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,10 500 000,1,"38,6","19,1","8,4",17,Евро,Свободная продажа,,1984,Железобетон,П-44,17,есть,,55.886034,37.68853},на,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,8 950 000,1,25,13,6,8,Дизайнерский,Свободная продажа,,1976,Железобетон,1-515-9,9,есть,,"55.87038,","7.60982},",во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,10 990 000,1,41,19,8,10,евроремонт,Свободная продажа,,2002,Панельный,П-44,17,есть,,55.643505,37.411247,во,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,10 800 000,1,38,20,9,14,Косметический,Альтернатива,От трех до пяти,1993,Железобетон,П-44,17,есть,,55.852354,37.349919,,Железобетонный,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,19 900 000,1,"40,6",16,13,5,Требует ремонта,Свободная продажа,,2022,Монолитный,,29,есть,,55.717797,37.65461},на,Железобетонный,Центральное,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
